experiment_id,task_id,seed,condition,success,final_reward,db_reward,communicate_reward,nl_assertion_reward,result_path
exp5_3_rescue_20,1,503,oracle_single_missing_check_card,1,1.0000,1.0000,,1.0000,third_party/tau2-bench/data/simulations/exp5_3_rescue_20/task_1/condition_oracle_single_missing_check_card/seed_503/results.json
exp5_3_rescue_20,2,501,generic_policy_card,0,0.0000,0.0000,,0.0000,third_party/tau2-bench/data/simulations/exp5_3_rescue_20/task_2/condition_generic_policy_card/seed_501/results.json
exp5_3_rescue_20,2,502,generic_policy_card,0,0.0000,1.0000,,0.0000,third_party/tau2-bench/data/simulations/exp5_3_rescue_20/task_2/condition_generic_policy_card/seed_502/results.json
exp5_3_rescue_20,2,503,generic_policy_card,0,0.0000,1.0000,,0.0000,third_party/tau2-bench/data/simulations/exp5_3_rescue_20/task_2/condition_generic_policy_card/seed_503/results.json
exp5_3_rescue_20,2,501,hard_mismatched_card,0,0.0000,1.0000,,0.0000,third_party/tau2-bench/data/simulations/exp5_3_rescue_20/task_2/condition_hard_mismatched_card/seed_501/results.json
exp5_3_rescue_20,2,502,hard_mismatched_card,0,0.0000,0.0000,,0.0000,third_party/tau2-bench/data/simulations/exp5_3_rescue_20/task_2/condition_hard_mismatched_card/seed_502/results.json
exp5_3_rescue_20,2,503,hard_mismatched_card,0,0.0000,1.0000,,0.0000,third_party/tau2-bench/data/simulations/exp5_3_rescue_20/task_2/condition_hard_mismatched_card/seed_503/results.json
exp5_3_rescue_20,2,501,no_memory,0,0.0000,1.0000,,0.0000,third_party/tau2-bench/data/simulations/exp5_3_rescue_20/task_2/condition_no_memory/seed_501/results.json
exp5_3_rescue_20,2,502,no_memory,0,0.0000,1.0000,,0.0000,third_party/tau2-bench/data/simulations/exp5_3_rescue_20/task_2/condition_no_memory/seed_502/results.json
exp5_3_rescue_20,2,503,no_memory,0,0.0000,1.0000,,0.0000,third_party/tau2-bench/data/simulations/exp5_3_rescue_20/task_2/condition_no_memory/seed_503/results.json
exp5_3_rescue_20,2,501,oracle_single_missing_check_card,0,0.0000,0.0000,,0.0000,third_party/tau2-bench/data/simulations/exp5_3_rescue_20/task_2/condition_oracle_single_missing_check_card/seed_501/results.json
exp5_3_rescue_20,2,502,oracle_single_missing_check_card,0,0.0000,0.0000,,0.0000,third_party/tau2-bench/data/simulations/exp5_3_rescue_20/task_2/condition_oracle_single_missing_check_card/seed_502/results.json
exp5_3_rescue_20,2,503,oracle_single_missing_check_card,0,0.0000,1.0000,,0.0000,third_party/tau2-bench/data/simulations/exp5_3_rescue_20/task_2/condition_oracle_single_missing_check_card/seed_503/results.json
exp5_3_rescue_20,3,501,generic_policy_card,0,0.0000,1.0000,,0.0000,third_party/tau2-bench/data/simulations/exp5_3_rescue_20/task_3/condition_generic_policy_card/seed_501/results.json
exp5_3_rescue_20,3,502,generic_policy_card,0,0.0000,1.0000,,0.0000,third_party/tau2-bench/data/simulations/exp5_3_rescue_20/task_3/condition_generic_policy_card/seed_502/results.json
exp5_3_rescue_20,3,503,generic_policy_card,0,0.0000,1.0000,,0.0000,third_party/tau2-bench/data/simulations/exp5_3_rescue_20/task_3/condition_generic_policy_card/seed_503/results.json
exp5_3_rescue_20,3,501,hard_mismatched_card,0,0.0000,1.0000,,0.0000,third_party/tau2-bench/data/simulations/exp5_3_rescue_20/task_3/condition_hard_mismatched_card/seed_501/results.json
exp5_3_rescue_20,3,502,hard_mismatched_card,0,0.0000,1.0000,,0.0000,third_party/tau2-bench/data/simulations/exp5_3_rescue_20/task_3/condition_hard_mismatched_card/seed_502/results.json
exp5_3_rescue_20,3,503,hard_mismatched_card,0,0.0000,1.0000,,0.0000,third_party/tau2-bench/data/simulations/exp5_3_rescue_20/task_3/condition_hard_mismatched_card/seed_503/results.json
exp5_3_rescue_20,3,501,no_memory,0,0.0000,1.0000,,0.0000,third_party/tau2-bench/data/simulations/exp5_3_rescue_20/task_3/condition_no_memory/seed_501/results.json
exp5_3_rescue_20,3,502,no_memory,0,0.0000,1.0000,,0.0000,third_party/tau2-bench/data/simulations/exp5_3_rescue_20/task_3/condition_no_memory/seed_502/results.json
exp5_3_rescue_20,3,503,no_memory,0,0.0000,1.0000,,0.0000,third_party/tau2-bench/data/simulations/exp5_3_rescue_20/task_3/condition_no_memory/seed_503/results.json
exp5_3_rescue_20,3,501,oracle_single_missing_check_card,0,0.0000,1.0000,,0.0000,third_party/tau2-bench/data/simulations/exp5_3_rescue_20/task_3/condition_oracle_single_missing_check_card/seed_501/results.json
exp5_3_rescue_20,3,502,oracle_single_missing_check_card,0,0.0000,1.0000,,0.0000,third_party/tau2-bench/data/simulations/exp5_3_rescue_20/task_3/condition_oracle_single_missing_check_card/seed_502/results.json
exp5_3_rescue_20,3,503,oracle_single_missing_check_card,0,0.0000,1.0000,,0.0000,third_party/tau2-bench/data/simulations/exp5_3_rescue_20/task_3/condition_oracle_single_missing_check_card/seed_503/results.json
exp5_3_rescue_20,4,501,generic_policy_card,0,0.0000,1.0000,,0.0000,third_party/tau2-bench/data/simulations/exp5_3_rescue_20/task_4/condition_generic_policy_card/seed_501/results.json
exp5_3_rescue_20,4,502,generic_policy_card,0,0.0000,1.0000,,0.0000,third_party/tau2-bench/data/simulations/exp5_3_rescue_20/task_4/condition_generic_policy_card/seed_502/results.json
exp5_3_rescue_20,4,503,generic_policy_card,0,0.0000,1.0000,,0.0000,third_party/tau2-bench/data/simulations/exp5_3_rescue_20/task_4/condition_generic_policy_card/seed_503/results.json
exp5_3_rescue_20,4,501,hard_mismatched_card,0,0.0000,1.0000,,0.0000,third_party/tau2-bench/data/simulations/exp5_3_rescue_20/task_4/condition_hard_mismatched_card/seed_501/results.json
exp5_3_rescue_20,4,502,hard_mismatched_card,0,0.0000,1.0000,,0.0000,third_party/tau2-bench/data/simulations/exp5_3_rescue_20/task_4/condition_hard_mismatched_card/seed_502/results.json
exp5_3_rescue_20,4,503,hard_mismatched_card,0,0.0000,1.0000,,0.0000,third_party/tau2-bench/data/simulations/exp5_3_rescue_20/task_4/condition_hard_mismatched_card/seed_503/results.json
exp5_3_rescue_20,4,501,no_memory,0,0.0000,1.0000,,0.0000,third_party/tau2-bench/data/simulations/exp5_3_rescue_20/task_4/condition_no_memory/seed_501/results.json
exp5_3_rescue_20,4,502,no_memory,0,0.0000,1.0000,,0.0000,third_party/tau2-bench/data/simulations/exp5_3_rescue_20/task_4/condition_no_memory/seed_502/results.json
exp5_3_rescue_20,4,503,no_memory,0,0.0000,1.0000,,0.0000,third_party/tau2-bench/data/simulations/exp5_3_rescue_20/task_4/condition_no_memory/seed_503/results.json
exp5_3_rescue_20,4,501,oracle_single_missing_check_card,0,0.0000,0.0000,,0.0000,third_party/tau2-bench/data/simulations/exp5_3_rescue_20/task_4/condition_oracle_single_missing_check_card/seed_501/results.json
exp5_3_rescue_20,4,502,oracle_single_missing_check_card,0,0.0000,1.0000,,0.0000,third_party/tau2-bench/data/simulations/exp5_3_rescue_20/task_4/condition_oracle_single_missing_check_card/seed_502/results.json
exp5_3_rescue_20,4,503,oracle_single_missing_check_card,0,0.0000,1.0000,,0.0000,third_party/tau2-bench/data/simulations/exp5_3_rescue_20/task_4/condition_oracle_single_missing_check_card/seed_503/results.json
exp5_3_rescue_20,7,501,generic_policy_card,0,0.0000,0.0000,,1.0000,third_party/tau2-bench/data/simulations/exp5_3_rescue_20/task_7/condition_generic_policy_card/seed_501/results.json
exp5_3_rescue_20,7,502,generic_policy_card,1,1.0000,1.0000,,1.0000,third_party/tau2-bench/data/simulations/exp5_3_rescue_20/task_7/condition_generic_policy_card/seed_502/results.json
exp5_3_rescue_20,7,503,generic_policy_card,1,1.0000,1.0000,,1.0000,third_party/tau2-bench/data/simulations/exp5_3_rescue_20/task_7/condition_generic_policy_card/seed_503/results.json
exp5_3_rescue_20,7,501,hard_mismatched_card,0,0.0000,0.0000,,1.0000,third_party/tau2-bench/data/simulations/exp5_3_rescue_20/task_7/condition_hard_mismatched_card/seed_501/results.json
exp5_3_rescue_20,7,502,hard_mismatched_card,1,1.0000,1.0000,,1.0000,third_party/tau2-bench/data/simulations/exp5_3_rescue_20/task_7/condition_hard_mismatched_card/seed_502/results.json
exp5_3_rescue_20,7,503,hard_mismatched_card,1,1.0000,1.0000,,1.0000,third_party/tau2-bench/data/simulations/exp5_3_rescue_20/task_7/condition_hard_mismatched_card/seed_503/results.json
exp5_3_rescue_20,7,501,no_memory,1,1.0000,1.0000,,1.0000,third_party/tau2-bench/data/simulations/exp5_3_rescue_20/task_7/condition_no_memory/seed_501/results.json
exp5_3_rescue_20,7,502,no_memory,0,0.0000,0.0000,,1.0000,third_party/tau2-bench/data/simulations/exp5_3_rescue_20/task_7/condition_no_memory/seed_502/results.json
exp5_3_rescue_20,7,503,no_memory,1,1.0000,1.0000,,1.0000,third_party/tau2-bench/data/simulations/exp5_3_rescue_20/task_7/condition_no_memory/seed_503/results.json
exp5_3_rescue_20,7,501,oracle_single_missing_check_card,1,1.0000,1.0000,,1.0000,third_party/tau2-bench/data/simulations/exp5_3_rescue_20/task_7/condition_oracle_single_missing_check_card/seed_501/results.json
exp5_3_rescue_20,7,502,oracle_single_missing_check_card,1,1.0000,1.0000,,1.0000,third_party/tau2-bench/data/simulations/exp5_3_rescue_20/task_7/condition_oracle_single_missing_check_card/seed_502/results.json
exp5_3_rescue_20,7,503,oracle_single_missing_check_card,0,0.0000,0.0000,,1.0000,third_party/tau2-bench/data/simulations/exp5_3_rescue_20/task_7/condition_oracle_single_missing_check_card/seed_503/results.json
exp5_3_rescue_20,16,501,generic_policy_card,0,0.0000,1.0000,,0.0000,third_party/tau2-bench/data/simulations/exp5_3_rescue_20/task_16/condition_generic_policy_card/seed_501/results.json
exp5_3_rescue_20,16,502,generic_policy_card,0,0.0000,1.0000,,0.0000,third_party/tau2-bench/data/simulations/exp5_3_rescue_20/task_16/condition_generic_policy_card/seed_502/results.json
exp5_3_rescue_20,16,503,generic_policy_card,0,0.0000,1.0000,,0.0000,third_party/tau2-bench/data/simulations/exp5_3_rescue_20/task_16/condition_generic_policy_card/seed_503/results.json
exp5_3_rescue_20,16,501,hard_mismatched_card,0,0.0000,1.0000,,0.0000,third_party/tau2-bench/data/simulations/exp5_3_rescue_20/task_16/condition_hard_mismatched_card/seed_501/results.json
exp5_3_rescue_20,16,502,hard_mismatched_card,0,0.0000,1.0000,,0.0000,third_party/tau2-bench/data/simulations/exp5_3_rescue_20/task_16/condition_hard_mismatched_card/seed_502/results.json
exp5_3_rescue_20,16,503,hard_mismatched_card,0,0.0000,1.0000,,0.0000,third_party/tau2-bench/data/simulations/exp5_3_rescue_20/task_16/condition_hard_mismatched_card/seed_503/results.json
exp5_3_rescue_20,16,501,no_memory,1,1.0000,1.0000,,1.0000,third_party/tau2-bench/data/simulations/exp5_3_rescue_20/task_16/condition_no_memory/seed_501/results.json
exp5_3_rescue_20,16,502,no_memory,0,0.0000,0.0000,,0.0000,third_party/tau2-bench/data/simulations/exp5_3_rescue_20/task_16/condition_no_memory/seed_502/results.json
exp5_3_rescue_20,16,503,no_memory,0,0.0000,1.0000,,0.0000,third_party/tau2-bench/data/simulations/exp5_3_rescue_20/task_16/condition_no_memory/seed_503/results.json
exp5_3_rescue_20,16,501,oracle_single_missing_check_card,1,1.0000,1.0000,,1.0000,third_party/tau2-bench/data/simulations/exp5_3_rescue_20/task_16/condition_oracle_single_missing_check_card/seed_501/results.json
exp5_3_rescue_20,16,502,oracle_single_missing_check_card,1,1.0000,1.0000,,1.0000,third_party/tau2-bench/data/simulations/exp5_3_rescue_20/task_16/condition_oracle_single_missing_check_card/seed_502/results.json
exp5_3_rescue_20,16,503,oracle_single_missing_check_card,1,1.0000,1.0000,,1.0000,third_party/tau2-bench/data/simulations/exp5_3_rescue_20/task_16/condition_oracle_single_missing_check_card/seed_503/results.json
exp5_3_rescue_20,19,501,generic_policy_card,0,0.0000,0.0000,,0.0000,third_party/tau2-bench/data/simulations/exp5_3_rescue_20/task_19/condition_generic_policy_card/seed_501/results.json
exp5_3_rescue_20,19,502,generic_policy_card,0,0.0000,1.0000,,0.0000,third_party/tau2-bench/data/simulations/exp5_3_rescue_20/task_19/condition_generic_policy_card/seed_502/results.json
exp5_3_rescue_20,19,503,generic_policy_card,0,0.0000,1.0000,,0.0000,third_party/tau2-bench/data/simulations/exp5_3_rescue_20/task_19/condition_generic_policy_card/seed_503/results.json
exp5_3_rescue_20,19,501,hard_mismatched_card,1,1.0000,1.0000,,1.0000,third_party/tau2-bench/data/simulations/exp5_3_rescue_20/task_19/condition_hard_mismatched_card/seed_501/results.json
exp5_3_rescue_20,19,502,hard_mismatched_card,1,1.0000,1.0000,,1.0000,third_party/tau2-bench/data/simulations/exp5_3_rescue_20/task_19/condition_hard_mismatched_card/seed_502/results.json
exp5_3_rescue_20,19,503,hard_mismatched_card,0,0.0000,1.0000,,0.0000,third_party/tau2-bench/data/simulations/exp5_3_rescue_20/task_19/condition_hard_mismatched_card/seed_503/results.json
exp5_3_rescue_20,19,501,no_memory,0,0.0000,0.0000,,0.0000,third_party/tau2-bench/data/simulations/exp5_3_rescue_20/task_19/condition_no_memory/seed_501/results.json
exp5_3_rescue_20,19,502,no_memory,1,1.0000,1.0000,,1.0000,third_party/tau2-bench/data/simulations/exp5_3_rescue_20/task_19/condition_no_memory/seed_502/results.json
exp5_3_rescue_20,19,503,no_memory,0,0.0000,1.0000,,0.0000,third_party/tau2-bench/data/simulations/exp5_3_rescue_20/task_19/condition_no_memory/seed_503/results.json
exp5_3_rescue_20,19,501,oracle_single_missing_check_card,0,0.0000,1.0000,,0.0000,third_party/tau2-bench/data/simulations/exp5_3_rescue_20/task_19/condition_oracle_single_missing_check_card/seed_501/results.json
exp5_3_rescue_20,19,502,oracle_single_missing_check_card,0,0.0000,0.0000,,0.0000,third_party/tau2-bench/data/simulations/exp5_3_rescue_20/task_19/condition_oracle_single_missing_check_card/seed_502/results.json
exp5_3_rescue_20,19,503,oracle_single_missing_check_card,0,0.0000,1.0000,,0.0000,third_party/tau2-bench/data/simulations/exp5_3_rescue_20/task_19/condition_oracle_single_missing_check_card/seed_503/results.json
exp5_3_rescue_20,20,501,generic_policy_card,0,0.0000,0.0000,,1.0000,third_party/tau2-bench/data/simulations/exp5_3_rescue_20/task_20/condition_generic_policy_card/seed_501/results.json
exp5_3_rescue_20,20,502,generic_policy_card,0,0.0000,0.0000,,1.0000,third_party/tau2-bench/data/simulations/exp5_3_rescue_20/task_20/condition_generic_policy_card/seed_502/results.json
exp5_3_rescue_20,20,503,generic_policy_card,0,0.0000,0.0000,,1.0000,third_party/tau2-bench/data/simulations/exp5_3_rescue_20/task_20/condition_generic_policy_card/seed_503/results.json
exp5_3_rescue_20,20,501,hard_mismatched_card,0,0.0000,0.0000,,1.0000,third_party/tau2-bench/data/simulations/exp5_3_rescue_20/task_20/condition_hard_mismatched_card/seed_501/results.json
exp5_3_rescue_20,20,502,hard_mismatched_card,0,0.0000,0.0000,,1.0000,third_party/tau2-bench/data/simulations/exp5_3_rescue_20/task_20/condition_hard_mismatched_card/seed_502/results.json
exp5_3_rescue_20,20,503,hard_mismatched_card,0,0.0000,0.0000,,1.0000,third_party/tau2-bench/data/simulations/exp5_3_rescue_20/task_20/condition_hard_mismatched_card/seed_503/results.json
exp5_3_rescue_20,20,501,no_memory,0,0.0000,0.0000,,1.0000,third_party/tau2-bench/data/simulations/exp5_3_rescue_20/task_20/condition_no_memory/seed_501/results.json
exp5_3_rescue_20,20,502,no_memory,0,0.0000,0.0000,,1.0000,third_party/tau2-bench/data/simulations/exp5_3_rescue_20/task_20/condition_no_memory/seed_502/results.json
exp5_3_rescue_20,20,503,no_memory,0,0.0000,0.0000,,1.0000,third_party/tau2-bench/data/simulations/exp5_3_rescue_20/task_20/condition_no_memory/seed_503/results.json
exp5_3_rescue_20,20,501,oracle_single_missing_check_card,0,0.0000,0.0000,,1.0000,third_party/tau2-bench/data/simulations/exp5_3_rescue_20/task_20/condition_oracle_single_missing_check_card/seed_501/results.json
exp5_3_rescue_20,20,502,oracle_single_missing_check_card,0,0.0000,0.0000,,1.0000,third_party/tau2-bench/data/simulations/exp5_3_rescue_20/task_20/condition_oracle_single_missing_check_card/seed_502/results.json
exp5_3_rescue_20,20,503,oracle_single_missing_check_card,0,0.0000,0.0000,,1.0000,third_party/tau2-bench/data/simulations/exp5_3_rescue_20/task_20/condition_oracle_single_missing_check_card/seed_503/results.json
exp5_3_rescue_20,27,501,generic_policy_card,1,1.0000,1.0000,,1.0000,third_party/tau2-bench/data/simulations/exp5_3_rescue_20/task_27/condition_generic_policy_card/seed_501/results.json
exp5_3_rescue_20,27,502,generic_policy_card,0,0.0000,0.0000,,1.0000,third_party/tau2-bench/data/simulations/exp5_3_rescue_20/task_27/condition_generic_policy_card/seed_502/results.json
exp5_3_rescue_20,27,503,generic_policy_card,0,0.0000,0.0000,,1.0000,third_party/tau2-bench/data/simulations/exp5_3_rescue_20/task_27/condition_generic_policy_card/seed_503/results.json
exp5_3_rescue_20,27,501,hard_mismatched_card,0,0.0000,0.0000,,1.0000,third_party/tau2-bench/data/simulations/exp5_3_rescue_20/task_27/condition_hard_mismatched_card/seed_501/results.json
exp5_3_rescue_20,27,502,hard_mismatched_card,0,0.0000,0.0000,,1.0000,third_party/tau2-bench/data/simulations/exp5_3_rescue_20/task_27/condition_hard_mismatched_card/seed_502/results.json
exp5_3_rescue_20,27,503,hard_mismatched_card,0,0.0000,0.0000,,1.0000,third_party/tau2-bench/data/simulations/exp5_3_rescue_20/task_27/condition_hard_mismatched_card/seed_503/results.json
exp5_3_rescue_20,27,501,no_memory,1,1.0000,1.0000,,1.0000,third_party/tau2-bench/data/simulations/exp5_3_rescue_20/task_27/condition_no_memory/seed_501/results.json
exp5_3_rescue_20,27,502,no_memory,1,1.0000,1.0000,,1.0000,third_party/tau2-bench/data/simulations/exp5_3_rescue_20/task_27/condition_no_memory/seed_502/results.json
exp5_3_rescue_20,27,503,no_memory,0,0.0000,0.0000,,1.0000,third_party/tau2-bench/data/simulations/exp5_3_rescue_20/task_27/condition_no_memory/seed_503/results.json
exp5_3_rescue_20,27,501,oracle_single_missing_check_card,1,1.0000,1.0000,,1.0000,third_party/tau2-bench/data/simulations/exp5_3_rescue_20/task_27/condition_oracle_single_missing_check_card/seed_501/results.json
exp5_3_rescue_20,27,502,oracle_single_missing_check_card,0,0.0000,0.0000,,1.0000,third_party/tau2-bench/data/simulations/exp5_3_rescue_20/task_27/condition_oracle_single_missing_check_card/seed_502/results.json
exp5_3_rescue_20,27,503,oracle_single_missing_check_card,0,0.0000,0.0000,,1.0000,third_party/tau2-bench/data/simulations/exp5_3_rescue_20/task_27/condition_oracle_single_missing_check_card/seed_503/results.json
exp5_3_rescue_20,28,501,generic_policy_card,0,0.0000,0.0000,,0.0000,third_party/tau2-bench/data/simulations/exp5_3_rescue_20/task_28/condition_generic_policy_card/seed_501/results.json
exp5_3_rescue_20,28,502,generic_policy_card,0,0.0000,0.0000,,0.0000,third_party/tau2-bench/data/simulations/exp5_3_rescue_20/task_28/condition_generic_policy_card/seed_502/results.json
exp5_3_rescue_20,28,503,generic_policy_card,0,0.0000,0.0000,,0.0000,third_party/tau2-bench/data/simulations/exp5_3_rescue_20/task_28/condition_generic_policy_card/seed_503/results.json
exp5_3_rescue_20,28,501,hard_mismatched_card,0,0.0000,0.0000,,0.0000,third_party/tau2-bench/data/simulations/exp5_3_rescue_20/task_28/condition_hard_mismatched_card/seed_501/results.json
exp5_3_rescue_20,28,502,hard_mismatched_card,0,0.0000,0.0000,,1.0000,third_party/tau2-bench/data/simulations/exp5_3_rescue_20/task_28/condition_hard_mismatched_card/seed_502/results.json
exp5_3_rescue_20,28,503,hard_mismatched_card,0,0.0000,0.0000,,0.0000,third_party/tau2-bench/data/simulations/exp5_3_rescue_20/task_28/condition_hard_mismatched_card/seed_503/results.json
exp5_3_rescue_20,28,501,no_memory,0,0.0000,0.0000,,0.0000,third_party/tau2-bench/data/simulations/exp5_3_rescue_20/task_28/condition_no_memory/seed_501/results.json
exp5_3_rescue_20,28,502,no_memory,0,0.0000,0.0000,,1.0000,third_party/tau2-bench/data/simulations/exp5_3_rescue_20/task_28/condition_no_memory/seed_502/results.json
exp5_3_rescue_20,28,503,no_memory,0,0.0000,0.0000,,0.0000,third_party/tau2-bench/data/simulations/exp5_3_rescue_20/task_28/condition_no_memory/seed_503/results.json
exp5_3_rescue_20,28,501,oracle_single_missing_check_card,0,0.0000,0.0000,,0.0000,third_party/tau2-bench/data/simulations/exp5_3_rescue_20/task_28/condition_oracle_single_missing_check_card/seed_501/results.json
exp5_3_rescue_20,28,502,oracle_single_missing_check_card,0,0.0000,0.0000,,0.0000,third_party/tau2-bench/data/simulations/exp5_3_rescue_20/task_28/condition_oracle_single_missing_check_card/seed_502/results.json
exp5_3_rescue_20,28,503,oracle_single_missing_check_card,0,0.0000,0.0000,,0.0000,third_party/tau2-bench/data/simulations/exp5_3_rescue_20/task_28/condition_oracle_single_missing_check_card/seed_503/results.json
exp5_3_rescue_20,34,501,generic_policy_card,1,1.0000,1.0000,,,third_party/tau2-bench/data/simulations/exp5_3_rescue_20/task_34/condition_generic_policy_card/seed_501/results.json
exp5_3_rescue_20,34,502,generic_policy_card,1,1.0000,1.0000,,,third_party/tau2-bench/data/simulations/exp5_3_rescue_20/task_34/condition_generic_policy_card/seed_502/results.json
exp5_3_rescue_20,34,503,generic_policy_card,1,1.0000,1.0000,,,third_party/tau2-bench/data/simulations/exp5_3_rescue_20/task_34/condition_generic_policy_card/seed_503/results.json
exp5_3_rescue_20,34,501,hard_mismatched_card,0,0.0000,0.0000,,,third_party/tau2-bench/data/simulations/exp5_3_rescue_20/task_34/condition_hard_mismatched_card/seed_501/results.json
exp5_3_rescue_20,34,502,hard_mismatched_card,1,1.0000,1.0000,,,third_party/tau2-bench/data/simulations/exp5_3_rescue_20/task_34/condition_hard_mismatched_card/seed_502/results.json
exp5_3_rescue_20,34,503,hard_mismatched_card,0,0.0000,0.0000,,,third_party/tau2-bench/data/simulations/exp5_3_rescue_20/task_34/condition_hard_mismatched_card/seed_503/results.json
exp5_3_rescue_20,34,501,no_memory,1,1.0000,1.0000,,,third_party/tau2-bench/data/simulations/exp5_3_rescue_20/task_34/condition_no_memory/seed_501/results.json
exp5_3_rescue_20,34,502,no_memory,0,0.0000,0.0000,,,third_party/tau2-bench/data/simulations/exp5_3_rescue_20/task_34/condition_no_memory/seed_502/results.json
exp5_3_rescue_20,34,503,no_memory,0,0.0000,0.0000,,,third_party/tau2-bench/data/simulations/exp5_3_rescue_20/task_34/condition_no_memory/seed_503/results.json
exp5_3_rescue_20,34,501,oracle_single_missing_check_card,0,0.0000,0.0000,,,third_party/tau2-bench/data/simulations/exp5_3_rescue_20/task_34/condition_oracle_single_missing_check_card/seed_501/results.json
exp5_3_rescue_20,34,502,oracle_single_missing_check_card,1,1.0000,1.0000,,,third_party/tau2-bench/data/simulations/exp5_3_rescue_20/task_34/condition_oracle_single_missing_check_card/seed_502/results.json
exp5_3_rescue_20,34,503,oracle_single_missing_check_card,1,1.0000,1.0000,,,third_party/tau2-bench/data/simulations/exp5_3_rescue_20/task_34/condition_oracle_single_missing_check_card/seed_503/results.json
exp5_3_rescue_20,36,501,generic_policy_card,1,1.0000,1.0000,,1.0000,third_party/tau2-bench/data/simulations/exp5_3_rescue_20/task_36/condition_generic_policy_card/seed_501/results.json
exp5_3_rescue_20,36,502,generic_policy_card,0,0.0000,0.0000,,1.0000,third_party/tau2-bench/data/simulations/exp5_3_rescue_20/task_36/condition_generic_policy_card/seed_502/results.json
exp5_3_rescue_20,36,503,generic_policy_card,1,1.0000,1.0000,,1.0000,third_party/tau2-bench/data/simulations/exp5_3_rescue_20/task_36/condition_generic_policy_card/seed_503/results.json
exp5_3_rescue_20,36,501,hard_mismatched_card,0,0.0000,0.0000,,1.0000,third_party/tau2-bench/data/simulations/exp5_3_rescue_20/task_36/condition_hard_mismatched_card/seed_501/results.json
exp5_3_rescue_20,36,502,hard_mismatched_card,1,1.0000,1.0000,,1.0000,third_party/tau2-bench/data/simulations/exp5_3_rescue_20/task_36/condition_hard_mismatched_card/seed_502/results.json
exp5_3_rescue_20,36,503,hard_mismatched_card,0,0.0000,0.0000,,1.0000,third_party/tau2-bench/data/simulations/exp5_3_rescue_20/task_36/condition_hard_mismatched_card/seed_503/results.json
exp5_3_rescue_20,36,501,no_memory,1,1.0000,1.0000,,1.0000,third_party/tau2-bench/data/simulations/exp5_3_rescue_20/task_36/condition_no_memory/seed_501/results.json
exp5_3_rescue_20,36,502,no_memory,0,0.0000,0.0000,,1.0000,third_party/tau2-bench/data/simulations/exp5_3_rescue_20/task_36/condition_no_memory/seed_502/results.json
exp5_3_rescue_20,36,503,no_memory,0,0.0000,0.0000,,1.0000,third_party/tau2-bench/data/simulations/exp5_3_rescue_20/task_36/condition_no_memory/seed_503/results.json
exp5_3_rescue_20,36,501,oracle_single_missing_check_card,0,0.0000,0.0000,,1.0000,third_party/tau2-bench/data/simulations/exp5_3_rescue_20/task_36/condition_oracle_single_missing_check_card/seed_501/results.json
exp5_3_rescue_20,36,502,oracle_single_missing_check_card,0,0.0000,0.0000,,1.0000,third_party/tau2-bench/data/simulations/exp5_3_rescue_20/task_36/condition_oracle_single_missing_check_card/seed_502/results.json
